<Trace>
2526
D2 600:615-1120
X	Y
935.4	2.00000048
935.6	6.00000429
935.8	0
936	0
936.2	2.00000048
936.4	4.000002
936.6	4.000002
936.8	2.00000048
937	2.00000048
937.2	2.00000048
937.4	6.00000429
937.6	4.000002
937.8	0
938	2.00000048
938.2	6.00000429
938.4	2.00000048
938.6	6.00000429
938.8	8.000008
939	6.00000429
939.2	0
939.4	0
939.6	2.00000048
939.8	0
940	2.00000048
940.2	2.00000048
940.4	48.0002861
940.6	2.00000048
940.8	4.000002
941	0
941.2	4.000002
941.4	0
941.6	2.00000048
941.8	2.00000048
942	16.0000324
942.2	12.0000181
942.4	8.000008
942.6	2.00000048
942.8	4.000002
943	0
943.2	0
943.4	0
943.6	4.000002
943.8	2.00000048
944	0
944.2	2.00000048
944.4	0
944.6	2.00000048
944.8	4.000002
945	0
945.2	6.00000429
945.4	0
945.6	0
945.8	6.00000429
946	0
946.2	4.000002
946.4	4.000002
946.6	10.0000124
946.8	0
947	0
947.2	0
947.4	6.00000429
947.6	4.000002
947.8	10.0000124
948	4.000002
948.2	6.00000429
948.4	0
948.6	4.000002
948.8	0
949	4.000002
949.2	2.00000048
949.4	8.000008
949.6	6.00000429
949.8	0
950	6.00000429
950.2	0
950.4	0
950.6	6.00000429
950.8	6.00000429
951	0
951.2	0
951.4	2.00000048
951.6	0
951.8	2.00000048
952	0
952.2	0
952.4	4.000002
952.6	0
952.8	0
953	0
953.2	4.000002
953.4	0
953.6	0
953.8	0
954	6.00000429
954.2	0
954.4	8.000008
954.6	2.00000048
954.8	0
955	2.00000048
955.2	18.00004
955.4	0
955.6	2.00000048
955.8	18.00004
956	0
956.2	8.000008
956.4	0
956.6	0
956.8	2.00000048
957	0
957.2	0
957.4	2.00000048
957.6	0
957.8	0
958	2.00000048
958.2	0
958.4	8.000008
958.6	2.00000048
958.8	4.000002
959	2.00000048
959.2	8.000008
959.4	10.0000124
959.6	28.0000973
959.8	10.0000124
960	0
960.2	0
960.4	0
960.6	2.00000048
960.8	6.00000429
961	2.00000048
961.2	0
961.4	0
961.6	4.000002
961.8	12.0000181
962	12.0000181
962.2	2.00000048
962.4	10.0000124
962.6	2.00000048
962.8	6.00000429
963	22.000061
963.2	0
963.4	6.00000429
963.6	0
963.8	2.00000048
964	0
964.2	2.00000048
964.4	6.00000429
964.6	6.00000429
964.8	0
965	0
965.2	6.00000429
965.4	0
965.6	8.000008
965.8	2.00000048
966	8.000008
966.2	2.00000048
966.4	2.00000048
966.6	0
966.8	2.00000048
967	6.00000429
967.2	4.000002
967.4	4.000002
967.6	14.0000248
967.8	6.00000429
968	4.000002
968.2	6.00000429
968.4	2.00000048
968.6	20.00005
968.8	0
969	4.000002
969.2	0
969.4	0
969.6	10.0000124
969.8	2.00000048
970	0
970.2	12.0000181
970.4	10.0000124
970.6	2.00000048
970.8	0
971	2.00000048
971.2	4.000002
971.4	0
971.6	2.00000048
971.8	0
972	10.0000124
972.2	12.0000181
972.4	2.00000048
972.6	2.00000048
972.8	2.00000048
973	2.00000048
973.2	0
973.4	0
973.6	6.00000429
973.8	4.000002
974	6.00000429
974.2	2.00000048
974.4	0
974.6	0
974.8	4.000002
975	6.00000429
975.2	0
975.4	16.0000324
975.6	4.000002
975.8	16.0000324
976	0
976.2	4.000002
976.4	2.00000048
976.6	6.00000429
976.8	2.00000048
977	2.00000048
977.2	0
977.4	2.00000048
977.6	0
977.8	8.000008
978	10.0000124
978.2	12.0000181
978.4	2.00000048
978.6	0
978.8	4.000002
979	0
979.2	0
979.4	18.00004
979.6	4.000002
979.8	0
980	2.00000048
980.2	6.00000429
980.4	0
980.6	0
980.8	2.00000048
981	2.00000048
981.2	0
981.4	0
981.6	8.000008
981.8	6.00000429
982	4.000002
982.2	2.00000048
982.4	4.000002
982.6	0
982.8	4.000002
983	8.000008
983.2	16.0000324
983.4	8.000008
983.6	0
983.8	4.000002
984	22.000061
984.2	2.00000048
984.4	10.0000124
984.6	2.00000048
984.8	0
985	0
985.2	4.000002
985.4	0
985.6	2.00000048
985.8	0
986	2.00000048
986.2	0
986.4	2.00000048
986.6	4.000002
986.8	6.00000429
987	0
987.2	2.00000048
987.4	4.000002
987.6	0
987.8	4.000002
988	10.0000124
988.2	2.00000048
988.4	2.00000048
988.6	0
988.8	2.00000048
989	4.000002
989.2	0
989.4	18.00004
989.6	4.000002
989.8	2.00000048
990	0
990.2	6.00000429
990.4	6.00000429
990.6	0
990.8	0
991	0
991.2	4.000002
991.4	10.0000124
991.6	6.00000429
991.8	0
992	4.000002
992.2	6.00000429
992.4	4.000002
992.6	10.0000124
992.8	18.00004
993	6.00000429
993.2	8.000008
993.4	2.00000048
993.6	16.0000324
993.8	8.000008
994	2.00000048
994.2	2.00000048
994.4	0
994.6	0
994.8	4.000002
995	0
995.2	10.0000124
995.4	0
995.6	16.0000324
995.8	0
996	4.000002
996.2	8.000008
996.4	6.00000429
996.6	0
996.8	12.0000181
997	2.00000048
997.2	6.00000429
997.4	2.00000048
997.6	2.00000048
997.8	4.000002
998	0
998.2	2.00000048
998.4	0
998.6	2.00000048
998.8	0
999	6.00000429
999.2	0
999.4	6.00000429
999.6	0
999.8	0
1000	4.000002
1000.2	4.000002
1000.4	2.00000048
1000.6	14.0000248
1000.8	0
1001	2.00000048
1001.2	8.000008
1001.4	6.00000429
1001.6	0
1001.8	0
1002	0
1002.2	2.00000048
1002.4	2.00000048
1002.6	0
1002.8	2.00000048
1003	0
1003.2	6.00000429
1003.4	0
1003.6	2.00000048
1003.8	30.0001125
1004	2.00000048
1004.2	6.00000429
1004.4	8.000008
1004.6	12.0000181
1004.8	10.0000124
1005	6.00000429
1005.2	6.00000429
1005.4	6.00000429
1005.6	10.0000124
1005.8	8.000008
1006	12.0000181
1006.2	8.000008
1006.4	14.0000248
1006.6	16.0000324
1006.8	24.0000725
1007	4.000002
1007.2	6.00000429
1007.4	6.00000429
1007.6	12.0000181
1007.8	4.000002
1008	10.0000124
1008.2	6.00000429
1008.4	26.0000839
1008.6	12.0000181
1008.8	8.000008
1009	28.0000973
1009.2	4.000002
1009.4	10.0000124
1009.6	18.00004
1009.8	14.0000248
1010	10.0000124
1010.2	10.0000124
1010.4	2.00000048
1010.6	4.000002
1010.8	2.00000048
1011	4.000002
1011.2	18.00004
1011.4	16.0000324
1011.6	14.0000248
1011.8	18.00004
1012	10.0000124
1012.2	4.000002
1012.4	4.000002
1012.6	4.000002
1012.8	22.000061
1013	0
1013.2	26.0000839
1013.4	6.00000429
1013.6	20.00005
1013.8	6.00000429
1014	2.00000048
1014.2	2.00000048
1014.4	8.000008
1014.6	14.0000248
1014.8	8.000008
1015	12.0000181
1015.2	2.00000048
1015.4	20.00005
1015.6	10.0000124
1015.8	6.00000429
1016	2.00000048
1016.2	0
1016.4	4.000002
1016.6	4.000002
1016.8	0
1017	6.00000429
1017.2	0
1017.4	8.000008
1017.6	0
1017.8	6.00000429
1018	8.000008
1018.2	16.0000324
1018.4	8.000008
1018.6	10.0000124
1018.8	28.0000973
1019	2.00000048
1019.2	0
1019.4	14.0000248
1019.6	6.00000429
1019.8	6.00000429
1020	10.0000124
1020.2	14.0000248
1020.4	2.00000048
1020.6	2.00000048
1020.8	4.000002
1021	4.000002
1021.2	6.00000429
1021.4	0
1021.6	6.00000429
1021.8	8.000008
1022	6.00000429
1022.2	6.00000429
1022.4	8.000008
1022.6	4.000002
1022.8	4.000002
1023	2.00000048
1023.2	12.0000181
1023.4	8.000008
1023.6	6.00000429
1023.8	12.0000181
1024	8.000008
1024.2	0
1024.4	0
1024.6	10.0000124
1024.8	10.0000124
1025	12.0000181
1025.2	6.00000429
1025.4	4.000002
1025.6	36.00016
1025.8	24.0000725
1026	10.0000124
1026.2	0
1026.4	8.000008
1026.6	6.00000429
1026.8	4.000002
1027	4.000002
1027.2	18.00004
1027.4	12.0000181
1027.6	2.00000048
1027.8	16.0000324
1028	2.00000048
1028.2	4.000002
1028.4	14.0000248
1028.6	6.00000429
1028.8	2.00000048
1029	14.0000248
1029.2	18.00004
1029.4	10.0000124
1029.6	6.00000429
1029.8	6.00000429
1030	4.000002
1030.2	6.00000429
1030.4	6.00000429
1030.6	6.00000429
1030.8	8.000008
1031	16.0000324
1031.2	8.000008
1031.4	4.000002
1031.6	8.000008
1031.8	0
1032	16.0000324
1032.2	10.0000124
1032.4	12.0000181
1032.6	34.000145
1032.8	4.000002
1033	6.00000429
1033.2	22.000061
1033.4	8.000008
1033.6	4.000002
1033.8	10.0000124
1034	12.0000181
1034.2	16.0000324
1034.4	18.00004
1034.6	6.00000429
1034.8	2.00000048
1035	16.0000324
1035.2	8.000008
1035.4	4.000002
1035.6	6.00000429
1035.8	12.0000181
1036	0
1036.2	22.000061
1036.4	2.00000048
1036.6	18.00004
1036.8	0
1037	12.0000181
1037.2	0
1037.4	2.00000048
1037.6	6.00000429
1037.8	16.0000324
1038	12.0000181
1038.2	4.000002
1038.4	12.0000181
1038.6	2.00000048
1038.8	2.00000048
1039	2.00000048
1039.2	4.000002
1039.4	12.0000181
1039.6	8.000008
1039.8	18.00004
1040	46.0002632
1040.2	12.0000181
1040.4	8.000008
1040.6	4.000002
1040.8	2.00000048
1041	4.000002
1041.2	4.000002
1041.4	6.00000429
1041.6	0
1041.8	6.00000429
1042	4.000002
1042.2	0
1042.4	8.000008
1042.6	2.00000048
1042.8	6.00000429
1043	4.000002
1043.2	0
1043.4	6.00000429
1043.6	2.00000048
1043.8	8.000008
1044	0
1044.2	14.0000248
1044.4	0
1044.6	10.0000124
1044.8	12.0000181
1045	10.0000124
1045.2	0
1045.4	16.0000324
1045.6	22.000061
1045.8	0
1046	20.00005
1046.2	4.000002
1046.4	8.000008
1046.6	10.0000124
1046.8	4.000002
1047	0
1047.2	2.00000048
1047.4	2.00000048
1047.6	8.000008
1047.8	4.000002
1048	4.000002
1048.2	8.000008
1048.4	6.00000429
1048.6	0
1048.8	2.00000048
1049	6.00000429
1049.2	0
1049.4	2.00000048
1049.6	4.000002
1049.8	4.000002
1050	2.00000048
1050.2	10.0000124
1050.4	4.000002
1050.6	12.0000181
1050.8	14.0000248
1051	10.0000124
1051.2	8.000008
1051.4	2.00000048
1051.6	2.00000048
1051.8	8.000008
1052	0
1052.2	4.000002
1052.4	4.000002
1052.6	2.00000048
1052.8	4.000002
1053	2.00000048
1053.2	6.00000429
1053.4	4.000002
1053.6	2.00000048
1053.8	4.000002
1054	6.00000429
1054.2	0
1054.4	2.00000048
1054.6	4.000002
1054.8	8.000008
1055	38.00018
1055.2	6.00000429
1055.4	0
1055.6	2.00000048
1055.8	0
1056	14.0000248
1056.2	14.0000248
1056.4	66.00054
1056.6	44.00024
1056.8	24.0000725
1057	8.000008
1057.2	4.000002
1057.4	0
1057.6	0
1057.8	10.0000124
1058	4.000002
1058.2	24.0000725
1058.4	6.00000429
1058.6	6.00000429
1058.8	2.00000048
1059	4.000002
1059.2	10.0000124
1059.4	2.00000048
1059.6	6.00000429
1059.8	2.00000048
1060	4.000002
1060.2	4.000002
1060.4	0
1060.6	0
1060.8	8.000008
1061	4.000002
1061.2	2.00000048
1061.4	0
1061.6	0
1061.8	2.00000048
1062	2.00000048
1062.2	8.000008
1062.4	2.00000048
1062.6	6.00000429
1062.8	2.00000048
1063	6.00000429
1063.2	2.00000048
1063.4	4.000002
1063.6	12.0000181
1063.8	6.00000429
1064	2.00000048
1064.2	6.00000429
1064.4	2.00000048
1064.6	4.000002
1064.8	0
1065	0
1065.2	6.00000429
1065.4	6.00000429
1065.6	0
1065.8	2.00000048
1066	0
1066.2	2.00000048
1066.4	0
1066.6	4.000002
1066.8	0
1067	4.000002
1067.2	0
1067.4	0
1067.6	0
1067.8	0
1068	2.00000048
1068.2	6.00000429
1068.4	2.00000048
1068.6	2.00000048
1068.8	10.0000124
1069	4.000002
1069.2	0
1069.4	0
1069.6	4.000002
1069.8	6.00000429
1070	4.000002
1070.2	0
1070.4	2.00000048
1070.6	4.000002
1070.8	14.0000248
1071	8.000008
1071.2	2.00000048
1071.4	10.0000124
1071.6	8.000008
1071.8	2.00000048
1072	2.00000048
1072.2	2.00000048
1072.4	0
1072.6	0
1072.8	2.00000048
1073	14.0000248
1073.2	0
1073.4	10.0000124
1073.6	2.00000048
1073.8	0
1074	4.000002
1074.2	12.0000181
1074.4	4.000002
1074.6	6.00000429
1074.8	0
1075	6.00000429
1075.2	4.000002
1075.4	6.00000429
1075.6	0
1075.8	12.0000181
1076	0
1076.2	0
1076.4	0
1076.6	8.000008
1076.8	2.00000048
1077	2.00000048
1077.2	2.00000048
1077.4	2.00000048
1077.6	16.0000324
1077.8	20.00005
1078	12.0000181
1078.2	8.000008
1078.4	30.0001125
1078.6	6.00000429
1078.8	0
1079	0
1079.2	0
1079.4	0
1079.6	0
1079.8	14.0000248
1080	8.000008
1080.2	4.000002
1080.4	10.0000124
1080.6	12.0000181
1080.8	16.0000324
1081	26.0000839
1081.2	0
1081.4	6.00000429
1081.6	0
1081.8	0
1082	2.00000048
1082.2	0
1082.4	2.00000048
1082.6	4.000002
1082.8	6.00000429
1083	0
1083.2	10.0000124
1083.4	8.000008
1083.6	4.000002
1083.8	14.0000248
1084	0
1084.2	2.00000048
1084.4	0
1084.6	0
1084.8	8.000008
1085	0
1085.2	2.00000048
1085.4	0
1085.6	0
1085.8	4.000002
1086	0
1086.2	8.000008
1086.4	2.00000048
1086.6	0
1086.8	2.00000048
1087	4.000002
1087.2	8.000008
1087.4	0
1087.6	8.000008
1087.8	4.000002
1088	4.000002
1088.2	12.0000181
1088.4	0
1088.6	0
1088.8	0
1089	6.00000429
1089.2	0
1089.4	4.000002
1089.6	12.0000181
1089.8	0
1090	14.0000248
1090.2	2.00000048
1090.4	0
1090.6	12.0000181
1090.8	4.000002
1091	2.00000048
1091.2	0
1091.4	6.00000429
1091.6	18.00004
1091.8	8.000008
1092	2.00000048
1092.2	0
1092.4	6.00000429
1092.6	10.0000124
1092.8	0
1093	4.000002
1093.2	0
1093.4	0
1093.6	14.0000248
1093.8	2.00000048
1094	6.00000429
1094.2	0
1094.4	0
1094.6	6.00000429
1094.8	0
1095	2.00000048
1095.2	0
1095.4	2.00000048
1095.6	10.0000124
1095.8	2.00000048
1096	0
1096.2	0
1096.4	8.000008
1096.6	2.00000048
1096.8	2.00000048
1097	2.00000048
1097.2	0
1097.4	4.000002
1097.6	4.000002
1097.8	0
1098	2.00000048
1098.2	0
1098.4	0
1098.6	4.000002
1098.8	0
1099	0
1099.2	4.000002
1099.4	18.00004
1099.6	2.00000048
1099.8	4.000002
1100	8.000008
1100.2	6.00000429
1100.4	6.00000429
1100.6	2.00000048
1100.8	0
1101	0
1101.2	4.000002
1101.4	4.000002
1101.6	0
1101.8	0
1102	0
1102.2	4.000002
1102.4	6.00000429
1102.6	10.0000124
1102.8	0
1103	10.0000124
1103.2	2.00000048
1103.4	4.000002
1103.6	2.00000048
1103.8	10.0000124
1104	4.000002
1104.2	2.00000048
1104.4	2.00000048
1104.6	4.000002
1104.8	0
1105	0
1105.2	6.00000429
1105.4	0
1105.6	8.000008
1105.8	10.0000124
1106	0
1106.2	2.00000048
1106.4	6.00000429
1106.6	4.000002
1106.8	0
1107	6.00000429
1107.2	2.00000048
1107.4	22.000061
1107.6	0
1107.8	4.000002
1108	0
1108.2	2.00000048
1108.4	0
1108.6	2.00000048
1108.8	2.00000048
1109	6.00000429
1109.2	0
1109.4	4.000002
1109.6	6.00000429
1109.8	2.00000048
1110	0
1110.2	6.00000429
1110.4	8.000008
1110.6	8.000008
1110.8	14.0000248
1111	2.00000048
1111.2	6.00000429
1111.4	4.000002
1111.6	0
1111.8	0
1112	0
1112.2	4.000002
1112.4	4.000002
1112.6	2.00000048
1112.8	0
1113	0
1113.2	2.00000048
1113.4	0
1113.6	0
1113.8	2.00000048
1114	6.00000429
1114.2	4.000002
1114.4	2.00000048
1114.6	2.00000048
1114.8	6.00000429
1115	6.00000429
1115.2	0
1115.4	4.000002
1115.6	6.00000429
1115.8	4.000002
1116	8.000008
1116.2	6.00000429
1116.4	0
1116.6	0
1116.8	4.000002
1117	4.000002
1117.2	0
1117.4	0
1117.6	6.00000429
1117.8	4.000002
1118	0
1118.2	8.000008
1118.4	0
1118.6	18.00004
1118.8	14.0000248
1119	0
1119.2	2.00000048
1119.4	0
1119.6	0
1119.8	0
1120	2.00000048
</Trace>
